user_id,recs
501,"[987562, 873203, 1070214, 985399, 5581193, 9803176, 922561, 8203451, 1101959, 948495, 957232, 15926844, 839243, 5569471, 15926775, 844165, 1079541, 1077555, 1105769, 993466, 13911568, 1047301, 934503, 1061732, 7441419, 1003178, 15596892, 975724, 892144, 6919082, 897409, 843376, 923208, 9446692, 883003, 984511, 9368486, 910151, 1107543, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746]"
502,"[916767, 1088835, 1135868, 1072482, 938607, 1063167, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349]"
503,"[820347, 1030819, 849843, 1013321, 914957, 1067606, 1082185, 901776, 1051211, 1128812, 1126252, 972931, 907631, 1046584, 1062002, 961554, 1077409, 996851, 820165, 16729299, 862070, 1073150, 5569230, 1119405, 835296, 15830451, 1088147, 8090536, 1004390, 1095329, 895540, 839747, 985386, 1115801, 883739, 1070820, 925694, 827802, 862799, 1126808, 991592, 850807, 939119, 919157, 13189968, 1035691, 8181282, 982755, 1087605, 1088345]"
505,"[855356, 883404, 871162, 1018007, 844179, 1132770, 12384479, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177]"
506,"[871061, 1017195, 5568732, 1050851, 940766, 866211, 1135768, 861272, 9705473, 1029968, 1109192, 15973164, 924804, 889774, 12263788, 15972298, 1007259, 968932, 1058133, 1085601, 944599, 895743, 15511891, 929668, 987734, 961458, 983659, 939965, 854496, 909338, 1085138, 845370, 5565392, 1101822, 956067, 1029737, 892112, 16059046, 12807251, 986293, 9526537, 1019497, 860849, 6514227, 13158451, 1082185, 6534178, 1029743, 995242, 1106523]"
507,"[1081177, 1080853, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
510,"[1068562, 1100368, 1129614, 943169, 919012, 997506, 908346, 828106, 854852, 13133557, 9835509, 1055646, 9419585, 13512916, 872729, 938566, 1071939, 907014, 916122, 1037451, 852856, 13417761, 929018, 969977, 1098844, 857638, 908318, 12301073, 1039840, 962568, 1088147, 961554, 1070820, 976065, 847270, 1019643, 890999, 945805, 924786, 1048563, 8358895, 1036501, 9188792, 1075175, 1106064, 953134, 905636, 947292, 1105769, 848761]"
511,"[1125123, 5584100, 952972, 899624, 1071939, 1120741, 883404, 1095700, 995242, 826249, 895540, 1116635, 915621, 15506577, 994928, 1098066, 999971, 1068719, 833025, 5583547, 914754, 5588238, 1074405, 1039156, 844165, 942817, 1088191, 1138953, 896938, 859075, 1077555, 1074524, 847982, 1081177, 844179, 1130331, 12301100, 10285144, 932248, 905539, 1040371, 868075, 1029743, 883963, 999779, 842140, 12731701, 1105623, 1083947, 16733215]"
512,"[12262978, 1112333, 920461, 948509, 842392, 931532, 1037863, 899624, 950756, 1106523, 1098066, 1111072, 874736, 12731544, 962568, 1108168, 1131438, 1058779, 939636, 999134, 896369, 1038217, 850139, 883404, 920769, 1127651, 871611, 5591611, 826385, 820551, 9885463, 9885560, 955552, 855544, 12811993, 998666, 15717261, 15716275, 827856, 899470, 1009850, 883061, 12810487, 996208, 1082185, 6534178, 1029743, 995242, 1106523, 981760]"
513,"[999714, 882247, 857503, 9245106, 1089381, 1093413, 1018740, 822178, 977658, 1097635, 1117690, 865026, 1056065, 1020473, 1129296, 13506200, 1037863, 1089954, 1070538, 880150, 1055646, 873902, 1077048, 990897, 8177622, 844179, 845705, 845262, 1076056, 1105917, 849202, 5569471, 1060318, 983959, 6463907, 13910398, 9677166, 1052066, 892433, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746]"
514,"[6533889, 5588238, 1110793, 5587043, 861272, 5584645, 5578494, 878996, 5585636, 8011285, 1082185, 1043301, 1041796, 995785, 5578643, 1081177, 5584007, 908318, 5588666, 5585635, 5585735, 5584847, 979707, 994340, 1091499, 909714, 893018, 820165, 1120362, 961554, 1058779, 866211, 1007136, 6534178, 6463742, 1062002, 1110843, 1053460, 15926928, 1024306, 928961, 923169, 1050883, 882717, 846562, 835595, 981874, 872342, 1130877, 852235]"
515,"[918733, 972742, 900491, 951526, 1005609, 903230, 835576, 989101, 1128647, 902192, 1106523, 5592931, 13115579, 987562, 1071939, 1038217, 920421, 865891, 1117758, 935570, 1017195, 12330860, 1089766, 9885560, 986327, 1047971, 7144140, 9885564, 8359154, 5586076, 5586642, 966005, 5587043, 5585639, 5584847, 5578494, 985893, 895540, 1108131, 914190, 950439, 5585186, 978270, 8155722, 1082185, 6534178, 1029743, 995242, 1106523, 981760]"
517,"[865456, 1081177, 979707, 1028816, 937928, 918368, 1110142, 1004906, 843756, 892531, 12811534, 17208470, 1126899, 849843, 982955, 849505, 840227, 906956, 979975, 944486, 1048300, 928892, 12263733, 1049998, 901915, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075]"
518,"[1103691, 837569, 914577, 859191, 1040693, 1137694, 1101174, 845622, 995242, 1090676, 1130777, 928049, 1016709, 15717263, 1122358, 873861, 10204333, 10122037, 926047, 17106302, 14025245, 858967, 10457131, 5978656, 901460, 10204487, 15717065, 1004732, 867669, 924059, 12330635, 969174, 1005637, 905217, 12810391, 1022531, 14050536, 1137775, 12172071, 999858, 9245106, 1087102, 895190, 1138508, 1027168, 844179, 1041758, 1055915, 956902, 999270]"
519,"[888586, 835098, 907099, 903325, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
520,"[913210, 7167218, 985893, 992622, 883850, 7082643, 873911, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177]"
521,"[1026118, 1068292, 979707, 835300, 962568, 908846, 1051516, 1137688, 995785, 5568228, 1041688, 819840, 957736, 1033220, 982833, 1074271, 893651, 1120362, 1048046, 1084036, 12517450, 937789, 1130729, 15483600, 13671433, 923705, 837895, 963877, 12385918, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707]"
523,"[397896, 1076875, 9802666, 1092026, 940947, 844165, 951590, 900370, 843944, 15595741, 13164071, 113088, 389897, 68748, 13676999, 89414, 282009, 12432208, 151037, 13879974, 6534178, 952698, 1082185, 268336, 6754920, 13956998, 112413, 1102067, 897088, 9803601, 1054783, 1004867, 878302, 988012, 1103430, 919423, 869195, 13213079, 1108590, 13003092, 995242, 1057260, 894236, 15926927, 1110572, 1096343, 1056651, 10121958, 9859194, 982985]"
524,"[834484, 901062, 15926712, 923746, 950557, 1129671, 7441498, 12731506, 6553571, 1058185, 822965, 1030251, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928]"
525,"[1087102, 883003, 1124971, 1037863, 860776, 9297085, 913490, 1104056, 861656, 1018685, 1121676, 1032427, 821209, 13417759, 835841, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249]"
526,"[12262992, 913210, 834117, 15973258, 863802, 1066069, 1101173, 5568489, 913785, 859075, 995965, 957063, 1123201, 931671, 8358671, 1077410, 882830, 1068957, 931672, 1124694, 8090521, 1128812, 5569230, 15972392, 869622, 882496, 882604, 1089954, 1011736, 6534178, 13842088, 1075398, 9803810, 1137346, 1043973, 822238, 6039859, 1006414, 15973205, 901211, 15827180, 1113438, 13115812, 1120353, 12604556, 896761, 8357534, 7169088, 998008, 15596771]"
527,"[1059308, 910109, 12988031, 1096792, 17105058, 1131321, 933835, 1051211, 955075, 945662, 961554, 921863, 17106039, 1076056, 17104444, 5567582, 7443235, 1085138, 985386, 12673243, 17974316, 972437, 1139058, 5979703, 15863917, 6039787, 1004762, 17248627, 15595980, 17104924, 1084025, 12352333, 9878750, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554]"
528,"[1081177, 1028816, 995785, 1070820, 848071, 8090537, 1139782, 6463949, 1031260, 1053063, 13512734, 1027090, 905996, 15716369, 10355978, 9396673, 990130, 12131808, 6443118, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186]"
530,"[918484, 970171, 5995603, 1116211, 5995027, 935218, 1110700, 869762, 7132320, 1021181, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
532,"[844697, 827024, 7169089, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476]"
534,"[915621, 939578, 935284, 933060, 979566, 1043095, 861272, 1039156, 1117500, 1133401, 9878742, 939383, 1123792, 955012, 1109598, 8119303, 9526886, 1135834, 6919544, 6554272, 855718, 995242, 993466, 1031056, 7025106, 917832, 1084678, 14077304, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906]"
536,"[6391415, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
537,"[1116635, 1028953, 1070820, 882489, 7160231, 1128163, 5978656, 955716, 5569538, 1235796, 1130861, 12189694, 1216523, 5653478, 1227722, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249]"
538,"[865174, 1092303, 962185, 885697, 1082185, 1070820, 843346, 6548453, 938300, 5568378, 908531, 1085604, 924610, 821083, 1068719, 1110244, 1040693, 1095275, 847270, 1121384, 878285, 1078346, 1043416, 1064441, 1010185, 1094767, 921852, 5568995, 12582451, 1065380, 6979548, 925091, 947412, 1065680, 1086274, 998741, 1016302, 906335, 909013, 6633271, 1033562, 1108152, 15830665, 1062607, 5564898, 882850, 1043142, 9297155, 927479, 850454]"
539,"[831509, 1086641, 914190, 1055646, 1068719, 1031833, 942817, 1070702, 1082185, 860975, 6534178, 933835, 1058997, 1035843, 923746, 833025, 840361, 870195, 843756, 5569374, 9297403, 863447, 1123842, 13189726, 946788, 1012514, 929726, 13876914, 1034621, 953524, 12578357, 15451935, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776]"
540,"[865174, 6602729, 856345, 841220, 1068719, 998119, 6034857, 847270, 861615, 995965, 1081177, 962568, 916122, 1000237, 859427, 835098, 1096317, 1082185, 847025, 911812, 916758, 1000148, 995785, 860776, 820165, 993441, 1046816, 994799, 1050381, 989830, 15830451, 1067954, 1110039, 944376, 1047769, 5978585, 15625746, 9677791, 9676944, 995358, 13513126, 1016539, 841016, 1694614, 887220, 920963, 1519624, 1633305, 12453918, 17179012]"
541,"[1122358, 1053690, 1102959, 15717057, 909130, 950384, 17291792, 1012122, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036]"
542,"[6534178, 6533765, 1082990, 880888, 820291, 1106523, 826249, 1108854, 5569327, 1136257, 1043590, 849843, 951190, 1033651, 1029504, 1135476, 866172, 842392, 1130375, 937489, 985634, 854920, 1139525, 1113438, 852181, 1138423, 13416054, 12599655, 1026946, 9337222, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656]"
543,"[979707, 912137, 1025719, 886803, 1010029, 938141, 9527223, 907281, 1004585, 1026712, 899580, 1119374, 949377, 923149, 860890, 862651, 829459, 1100410, 964327, 15716589, 883916, 1119860, 938138, 1017369, 13213203, 1075536, 1132231, 886481, 834993, 10456354, 951176, 5569172, 857176, 992826, 959409, 820486, 1120741, 882441, 1056162, 1009187, 1126310, 883404, 1070702, 1109408, 8090521, 13007721, 8090537, 879734, 10455568, 884145]"
544,"[1082185, 12811532, 5587133, 845082, 12731436, 7409670, 1070538, 9655455, 13115804, 1013623, 1094452, 13115578, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928]"
545,"[860890, 907281, 980488, 6391203, 1119051, 986912, 1070076, 1082185, 1055504, 895540, 8358383, 863529, 903463, 905913, 1121360, 913089, 1019744, 1046243, 13115500, 943459, 854190, 872595, 929965, 1125943, 893437, 842249, 934420, 1136700, 12263448, 912914, 847966, 5978648, 9420311, 9575583, 13115796, 997088, 13775768, 1067449, 9296855, 9677923, 15972120, 10456024, 10456643, 929122, 842417, 9297514, 1082185, 6534178, 1029743, 995242]"
548,"[970028, 1082185, 876624, 1135886, 973086, 13945181, 7168890, 940731, 995242, 987724, 1132343, 7168759, 1061394, 1068957, 1112087, 946244, 885406, 1005493, 870515, 860776, 869868, 929309, 923746, 998549, 1094280, 824073, 919090, 908070, 1068669, 1072482, 12692332, 893701, 865856, 13007986, 845770, 7129172, 924997, 6034959, 6424251, 6034755, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361]"
550,"[1082185, 999250, 1004906, 6034857, 819308, 854852, 835098, 5585510, 878996, 1055646, 1029743, 863447, 1046551, 851508, 849843, 917438, 914186, 973861, 995242, 981760, 1132343, 1068957, 1058686, 1118393, 972037, 992786, 10285141, 8119318, 5570595, 8119004, 962588, 1108488, 8119103, 5580335, 1026074, 1090792, 971159, 9836695, 910132, 14025641, 5592343, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590]"
551,"[1070702, 995242, 1058997, 919535, 916561, 1036483, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349]"
553,"[1132771, 1040807, 1087102, 10456623, 6513658, 13115493, 930504, 972244, 994928, 12263024, 1085476, 834484, 981760, 957013, 953476, 1029743, 832678, 1120928, 1123792, 1027168, 1039589, 1036501, 868764, 878996, 1136257, 5568378, 1053690, 15972557, 9677202, 840361, 951590, 859075, 8358895, 918335, 1040371, 823704, 1079223, 914190, 9881592, 9881593, 15596417, 849202, 12696250, 7167945, 990981, 842416, 6034221, 1009361, 6553398, 823565]"
554,"[891141, 1082185, 908318, 1029743, 1115175, 1092502, 947200, 968215, 1013807, 917438, 1121676, 903463, 1035946, 12263016, 15831480, 1055772, 1033562, 1130944, 1034886, 974794, 1069103, 6396562, 933729, 1110331, 1120970, 1085357, 10285286, 1061125, 13987220, 15595839, 16809418, 5572544, 13987153, 976807, 13986274, 5995489, 1008196, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785]"
557,"[995785, 1055646, 962568, 968215, 990297, 879528, 1052046, 14025185, 1059527, 1049781, 825616, 1064054, 15778340, 1022531, 15831576, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249]"
558,"[995785, 981760, 1074405, 999198, 1133018, 1106523, 1079542, 883932, 974108, 827683, 877935, 12301839, 1048462, 950206, 1067185, 5995423, 1039796, 1072693, 905628, 973693, 1123958, 1117484, 996087, 12731488, 9270796, 5592030, 835431, 9858819, 870372, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707]"
560,"[6534178, 899624, 1027168, 1050229, 874058, 964520, 945611, 900802, 15452729, 882595, 13987135, 918733, 855672, 968215, 939578, 909714, 1124674, 979707, 1022003, 1055646, 8293447, 1029743, 1005274, 896446, 1022433, 1117514, 896085, 859010, 828935, 970030, 1034686, 1003188, 918335, 964968, 1082185, 981760, 1081177, 907652, 999639, 903325, 962568, 901062, 982493, 951703, 1009200, 936634, 1005186, 901666, 1062002, 995785]"
561,"[909268, 1071605, 834484, 860776, 841309, 892314, 908318, 995965, 6034857, 9677236, 842140, 13115161, 999104, 15972790, 1007269, 981760, 945805, 9803810, 927019, 902856, 889188, 5572828, 927783, 15717118, 837569, 13072689, 950638, 997487, 868082, 8181048, 859129, 1058633, 987227, 1032950, 850159, 8119096, 900525, 943364, 13512094, 15801333, 944018, 947436, 1138775, 884316, 916354, 1082185, 6534178, 1029743, 995242, 1106523]"
562,"[946308, 1021519, 1045080, 1022843, 8359256, 15831255, 979707, 5569854, 1056973, 1013528, 866950, 1051323, 1011832, 1120928, 874058, 12949590, 916122, 1051402, 945662, 1074333, 1072405, 1029743, 982393, 826835, 965842, 7409918, 1007136, 937292, 823704, 919423, 1050229, 1044805, 819927, 961554, 1040693, 1020682, 995876, 986947, 824005, 995785, 909894, 1043064, 12811532, 854405, 981760, 1075637, 914190, 826385, 1065035, 868430]"
564,"[1085604, 1005186, 973854, 855356, 980666, 893868, 1086858, 865511, 840361, 1110292, 1110572, 911812, 1082814, 1026922, 13115749, 1039505, 1092860, 1018316, 846301, 819612, 1139142, 1069506, 1093773, 960763, 1135337, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075]"
567,"[9837340, 1081574, 1092687, 877662, 12648296, 1139830, 986912, 819978, 824502, 974156, 1138443, 857130, 10149572, 1089766, 849843, 938700, 847790, 971165, 839419, 15926885, 868764, 1070015, 1038217, 1076738, 1113780, 8090509, 13671759, 906183, 976864, 1063628, 9837523, 10456164, 968391, 1130951, 851291, 836891, 1065887, 1075820, 996891, 15686893, 1111306, 915651, 13004709, 910697, 1082185, 6534178, 1029743, 995242, 1106523, 981760]"
568,"[886787, 1075398, 1032549, 14025461, 1038663, 5568721, 894511, 5567502, 1083787, 845193, 1054814, 951190, 905817, 1033615, 1099905, 1048849, 5585510, 1055646, 819308, 995230, 1038745, 846823, 994928, 935284, 920308, 823758, 1120741, 1043590, 1035386, 823990, 12731544, 1088835, 835300, 1094308, 1027168, 1107289, 874058, 981760, 827683, 929309, 879755, 1111839, 1106523, 13672224, 998556, 863802, 865330, 849264, 5591538, 1044078]"
569,"[1087167, 1063515, 839075, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476]"
570,"[9676938, 991444, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
573,"[6463900, 6443350, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
574,"[1018007, 941183, 871162, 1120928, 1082185, 916381, 994928, 910032, 930344, 854405, 10312139, 15926638, 834484, 878637, 13876665, 964262, 1112598, 883404, 5568489, 897752, 1079228, 889509, 914190, 851819, 15926886, 15926844, 1081853, 838733, 1110764, 924786, 1124507, 826249, 1101010, 15926775, 897125, 1055283, 900145, 981086, 1136257, 1003188, 1002558, 987562, 918335, 908531, 868764, 905913, 9836903, 5568378, 1133018, 871188]"
575,"[885290, 900072, 932006, 833025, 862139, 1004906, 927191, 942817, 1049735, 1026118, 1082185, 1003188, 979707, 951221, 1040371, 5569230, 1137688, 12811534, 1051323, 922318, 894236, 1070820, 942341, 950557, 1057306, 967476, 1131351, 1094924, 1005186, 1046957, 9859052, 819330, 1063207, 6534178, 12810464, 1125123, 1010681, 855718, 1048257, 1077285, 13776981, 890610, 862349, 13007065, 15972565, 13381458, 978879, 9526730, 872461, 10355696]"
577,"[7025362, 922318, 7025496, 974156, 986912, 933303, 871188, 889989, 1120361, 979707, 1023473, 890610, 842795, 1082185, 1137387, 1039549, 7433888, 940108, 889774, 9245462, 820165, 951590, 885307, 950557, 900072, 901062, 1127831, 1056509, 1055863, 821845, 863664, 920041, 1118393, 1118648, 957736, 1037894, 1011300, 882496, 841266, 6039687, 857348, 8181010, 1115963, 15596955, 9297309, 16828194, 823687, 17208636, 1082185, 6534178]"
578,"[941427, 1003441, 1006250, 847207, 872729, 957951, 1074172, 975606, 850058, 921836, 1030040, 991874, 6633273, 1055853, 8273833, 1012284, 837012, 941307, 6602697, 1044068, 902202, 1067954, 871061, 838258, 9829205, 1043301, 961554, 1040693, 859427, 995785, 6533362, 7409907, 972569, 1066725, 1135886, 845992, 15972112, 955075, 12384779, 907392, 5568249, 987724, 995645, 1005186, 17330026, 862349, 987562, 953476, 861272, 12263788]"
579,"[1029743, 1049832, 885952, 6534201, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
580,"[5569471, 981760, 1056509, 1077555, 1041796, 860975, 889774, 887342, 899459, 917438, 908408, 897837, 827856, 1132693, 929416, 1118946, 12263364, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378]"
581,"[995134, 9935616, 900802, 880150, 1044078, 987562, 873203, 1126252, 1004906, 999639, 1126899, 976199, 983584, 1067820, 1077373, 986947, 972894, 970902, 1038217, 1002558, 1133018, 1058997, 908531, 938849, 1060408, 848971, 997907, 1084968, 1117758, 826272, 1095329, 14050714, 886703, 5567702, 882109, 923746, 879445, 1049708, 5569845, 5569230, 8177622, 1079228, 848681, 12384365, 13671759, 8358895, 1084310, 10204488, 999599, 926318]"
582,"[13416117, 1082185, 5586955, 1119051, 1033220, 1101956, 1026118, 1037863, 908846, 828935, 854852, 852035, 913459, 903325, 1024306, 995965, 820165, 1117514, 965165, 845262, 5586658, 1098844, 890610, 848319, 1116821, 998373, 913965, 5569230, 5569374, 1133018, 1118033, 1135258, 845715, 826969, 7441303, 992529, 879528, 1134641, 15660173, 952337, 957364, 1087081, 873169, 982393, 9420122, 877383, 853354, 5580583, 865357, 937736]"
